id_solicitud,Monto,Edad Solicitud,Genero,Dependientes,Ingresos,Egresos,Score CC,Deficit,IngresoPercapita,Odds,Mes inicial,Prediction,Incobrable
148412,5500,50,Femenino,1,0,3959,462,-3800,0,1.5,7,1,0
89587,6000,25,Femenino,0,11605,4420,443,6500,11605,1.3,6,0,1
103228,3500,24,Femenino,0,10890,0,406,10000,10890,0.9,9,1,1
96286,9000,63,Femenino,1,27347,10391,426,15500,13673,1.2,8,0,0
172058,5500,42,Femenino,2,0,5774,503,-5600,0,2.0,11,0,1
79370,3500,33,Femenino,0,8831,5519,449,3000,8831,1.3,4,1,0
68555,3500,22,Masculino,2,13354,8902,528,4000,4451,2.2,1,0,0
72632,3500,20,Femenino,0,13280,0,0,12000,13280,0.0,2,1,0
113101,3500,21,Masculino,1,6468,3234,647,3000,3234,6.1,11,0,1
149638,3500,18,Masculino,0,6251,4167,597,2000,6251,4.0,7,1,1
82155,3500,35,Femenino,0,7727,3863,528,3500,7727,2.2,4,1,1
67980,6000,21,Femenino,0,12241,1669,614,9500,12241,4.6,1,0,0
149342,10500,23,Femenino,2,3125,1354,521,1700,1041,2.2,7,0,0
113816,3500,42,Femenino,2,5138,2890,435,2100,1712,1.3,12,0,0
152375,5500,51,Femenino,1,0,8335,441,-8000,0,1.3,7,1,0
72082,6000,36,Femenino,0,9960,0,688,9000,9960,8.3,2,0,0
134984,6500,44,Masculino,0,0,2109,652,-2000,0,6.1,4,1,0
81503,3500,22,Femenino,1,8831,2207,426,6000,4415,1.2,4,0,0
114386,3500,22,Femenino,1,6423,5352,379,1000,3211,0.9,12,0,0
80592,6000,18,Femenino,0,3532,0,0,3200,3532,0.0,4,0,0
105604,3500,22,Femenino,0,10849,0,525,10000,10849,2.2,10,1,1
123700,3500,23,Femenino,0,6360,4770,562,1500,6360,3.2,2,0,0
162324,5500,54,Femenino,1,0,8330,491,-8000,0,1.9,9,1,1
84940,6000,30,Femenino,3,14825,3982,417,9800,3706,1.2,5,0,0
97758,3500,36,Femenino,0,9845,7657,431,2000,9845,1.2,8,0,1
121817,3500,22,Femenino,1,18886,4456,582,13600,9443,3.5,1,0,0
68143,3500,54,Femenino,0,11128,0,612,10000,11128,4.6,1,0,0
152807,5500,39,Femenino,1,12502,7293,544,5000,6251,2.75,8,0,0
129516,3500,62,Femenino,0,9513,5285,429,4000,9513,1.2,3,0,0
74062,4500,23,Femenino,0,11620,0,483,10500,11620,1.8,2,1,1
145683,3500,51,Femenino,1,0,2083,461,-2000,0,1.5,7,1,1
125367,3500,27,Femenino,2,9116,1378,522,7300,3038,2.2,2,0,0
130289,4000,32,Femenino,1,8456,4756,475,3500,4228,1.6,3,1,0
119645,3500,38,Femenino,0,10610,7427,457,3000,10610,1.5,1,1,1
105337,3500,30,Masculino,2,8679,5424,598,3000,2893,4.0,10,0,0
116415,3500,18,Masculino,0,0,3211,0,-3000,0,0.0,12,1,1
97085,3500,19,Masculino,1,8204,8751,0,-500,4102,0.0,8,0,0
139652,11000,19,Femenino,0,6341,2113,510,4000,6341,2.1,5,0,0
79555,4000,49,Femenino,2,12364,4415,598,7200,4121,4.0,4,0,1
169140,3500,34,Masculino,3,16570,9320,482,7000,4142,1.8,10,0,0
142153,3500,28,Femenino,1,15792,10528,577,5000,7896,3.5,6,0,0
133824,5500,41,Femenino,0,8439,6329,414,2000,8439,1.2,4,0,1
103381,4500,30,Masculino,0,8712,8167,386,500,8712,0.9,9,0,1
160209,3500,18,Femenino,0,0,5206,0,-5000,0,0.0,9,1,0
155774,3500,48,Femenino,1,0,8334,491,-8000,0,1.9,8,1,0
115556,5500,47,Femenino,0,13916,3211,551,10000,13916,2.9,12,0,0
104402,7000,40,Femenino,0,13068,2178,0,10000,13068,0.0,9,0,0
171375,3500,32,Femenino,1,0,10311,392,-10000,0,0.9,11,1,0
171305,5500,21,Femenino,0,0,4227,451,-4100,0,1.3,11,1,1
160865,3500,33,Femenino,1,0,4373,425,-4200,0,1.2,9,1,0
170484,5500,44,Femenino,2,0,8803,482,-8500,0,1.8,10,0,1
140373,7500,27,Masculino,2,12682,8454,522,4000,4227,2.2,5,0,0
97120,3500,52,Femenino,0,3281,2187,540,1000,3281,2.75,8,0,1
67871,2500,36,Femenino,1,6677,5007,543,1500,3338,2.75,1,0,0
68868,6000,40,Femenino,0,8902,0,435,8000,8902,1.3,1,1,0
67462,3500,22,Femenino,0,10015,1669,538,7500,10015,2.6,1,0,0
91076,3500,50,Femenino,0,15399,9899,571,5000,15399,3.2,7,0,0
83900,3500,19,Femenino,0,13276,0,591,12000,13276,4.0,5,1,0
87927,3500,21,Femenino,0,13262,7736,0,5000,13262,0.0,6,0,0
66884,6000,40,Femenino,0,8902,4340,676,4100,8902,8.3,1,0,0
136904,7500,40,Masculino,1,13738,2113,0,11000,6869,0.0,5,0,0
92119,5000,25,Femenino,2,9899,4399,419,5000,3299,1.2,7,0,0
104188,3500,54,Femenino,0,8167,3811,420,4000,8167,1.2,9,1,0
120692,2500,34,Femenino,0,10610,0,525,10000,10610,2.2,1,0,1
67914,3500,29,Femenino,2,10015,5007,460,4500,3338,1.5,1,0,0
75648,3500,29,Masculino,1,16556,6622,523,9000,8278,2.2,3,0,1
169915,5500,59,Femenino,0,0,15534,439,-15000,0,1.3,10,0,0
130100,3500,66,Femenino,0,10570,3699,723,6500,10570,8.3,3,0,0
104733,8000,47,Femenino,0,21781,2722,415,17500,21781,1.2,9,0,0
98450,3500,25,Femenino,0,7657,0,496,7000,7657,1.9,8,0,1
173792,10500,51,Masculino,0,0,3093,533,-3000,0,2.6,11,1,1
114969,3500,39,Femenino,0,10705,5352,457,5000,10705,1.5,12,1,1
123125,3500,18,Femenino,1,15900,4240,0,11000,7950,0.0,2,0,0
212286,4500,35,Masculino,1,0,15139,411,-15000,0,1.2,6,0,1
136277,5500,22,Femenino,0,13738,2113,410,11000,13738,1.2,5,0,0
89045,6000,34,Femenino,1,15252,4642,676,9600,7626,8.3,6,0,0
171181,18000,20,Masculino,1,0,3093,608,-3000,0,4.6,11,0,0
107987,3500,38,Femenino,0,13019,3254,559,9000,13019,2.9,10,1,0
86650,3500,46,Femenino,0,7744,3319,445,4000,7744,1.3,5,0,1
104453,3500,31,Femenino,2,15464,3484,0,11000,5154,0.0,9,0,0
169735,18000,30,Femenino,2,0,932,461,-900,0,1.5,10,1,1
102198,3500,44,Femenino,0,8712,3811,553,4500,8712,2.9,9,0,0
140566,6500,25,Masculino,1,15792,6317,542,9000,7896,2.75,6,0,1
76933,3500,18,Masculino,0,1103,1103,0,0,1103,0.0,3,0,0
69180,6000,22,Masculino,0,10015,0,401,9000,10015,0.9,1,1,0
100871,4000,19,Femenino,2,7405,3267,386,3800,2468,0.9,9,1,1
129414,4500,26,Masculino,2,8456,4545,0,3700,2818,0.0,3,1,0
107143,5500,43,Femenino,0,13019,6509,484,6000,13019,1.8,10,0,0
83733,6000,39,Femenino,0,11063,6638,417,4000,11063,1.2,5,0,1
107035,3500,62,Femenino,0,14213,0,649,13100,14213,6.1,10,0,1
149573,3500,48,Femenino,2,0,6772,0,-6500,0,0.0,7,0,0
97902,5500,35,Masculino,4,13126,9298,528,3500,2625,2.2,8,0,1
149531,3500,23,Masculino,1,0,3125,428,-3000,0,1.2,7,1,1
133329,5500,28,Femenino,2,13713,9493,406,4000,4571,0.9,4,0,0
96492,3500,55,Femenino,0,9845,6016,598,3500,9845,4.0,8,0,0
190475,3500,31,Masculino,2,0,4596,681,-4500,0,8.3,2,1,1
93507,5500,32,Femenino,2,16499,8799,505,7000,5499,2.0,7,0,0
140052,3500,20,Femenino,1,0,3170,417,-3000,0,1.2,5,1,1
97707,5500,33,Femenino,1,7438,4813,366,2400,3719,0.9,8,0,0
118240,4500,32,Femenino,3,29709,13263,462,15500,7427,1.5,1,0,1
144955,3500,40,Femenino,0,8422,5264,512,3000,8422,2.1,6,0,0
142001,3500,23,Masculino,0,0,2632,555,-2500,0,2.9,6,1,1
78420,3500,43,Femenino,0,6622,2317,642,3900,6622,6.1,3,0,0
92964,2500,46,Femenino,0,13199,10999,485,2000,13199,1.8,7,0,0
100936,3500,32,Femenino,2,17424,4356,548,12000,5808,2.75,9,0,0
109928,3500,61,Masculino,0,11319,5929,0,5000,11319,0.0,11,0,1
77564,3500,19,Masculino,0,9712,4966,0,4300,9712,0.0,3,1,1
162256,3500,24,Masculino,1,0,2499,436,-2400,0,1.3,9,1,0
139278,5500,47,Masculino,0,0,3170,433,-3000,0,1.2,5,1,0
111802,5500,26,Femenino,1,3234,1078,406,2000,1617,0.9,11,0,0
77429,3500,31,Masculino,0,8829,5518,380,3000,8829,0.9,3,1,1
133945,3500,49,Femenino,0,8439,4219,461,4000,8439,1.5,4,0,1
134062,3500,41,Masculino,1,0,5274,501,-5000,0,2.0,4,1,1
161715,5500,31,Femenino,4,10413,5206,554,5000,2082,2.9,9,0,0
151138,3500,37,Femenino,3,0,520,653,-500,0,6.1,7,0,0
114433,3500,44,Femenino,0,8564,5887,640,2500,8564,6.1,12,0,0
125859,3500,44,Femenino,0,11660,5300,0,6000,11660,0.0,2,0,0
84261,3500,19,Masculino,0,8850,1770,597,6400,8850,4.0,5,1,1
98912,4500,19,Femenino,0,9298,6563,528,2500,9298,2.2,8,1,0
157979,3500,45,Femenino,0,0,3646,679,-3500,0,8.3,8,0,0
154467,3500,49,Masculino,2,0,10939,538,-10500,0,2.6,8,0,0
97272,4500,46,Femenino,0,16408,0,489,15000,16408,1.8,8,1,1
135682,4500,46,Masculino,0,0,10568,516,-10000,0,2.1,5,0,0
126671,3500,42,Masculino,2,8456,7399,650,1000,2818,6.1,3,0,0
100426,7000,56,Masculino,1,8712,1633,605,6500,4356,4.6,9,0,0
99478,3500,30,Femenino,0,6563,0,505,6000,6563,2.0,8,0,0
71736,3500,52,Femenino,0,9960,0,627,9000,9960,5.3,2,1,0
95588,3500,53,Femenino,1,5499,2199,626,3000,2749,5.3,7,1,0
102321,3500,35,Masculino,3,2722,5445,469,-2500,680,1.6,9,0,0
73377,6000,43,Femenino,0,8853,6640,455,2000,8853,1.5,2,0,0
90056,3500,21,Femenino,0,6631,3315,575,3000,6631,3.5,6,1,0
146822,3500,54,Masculino,0,12503,8335,506,4000,12503,2.0,7,0,0
119676,3500,25,Masculino,3,10610,5305,0,5000,2652,0.0,1,0,1
111299,3500,25,Masculino,1,3018,9702,489,-6200,1509,1.8,11,1,0
150540,5500,50,Masculino,0,3751,2083,544,1600,3751,2.75,7,0,0
148759,7500,24,Masculino,0,0,3125,480,-3000,0,1.8,7,1,1
95117,3500,40,Femenino,0,3849,2199,469,1500,3849,1.6,7,1,0
69343,6000,44,Femenino,2,9459,5564,690,3500,3153,8.3,1,0,1
78437,3500,34,Femenino,0,9712,0,432,8800,9712,1.2,3,1,1
117975,3500,29,Femenino,0,9018,3183,478,5500,9018,1.8,1,1,0
88121,3500,34,Masculino,3,18789,7184,0,10500,4697,0.0,6,0,0
67850,7000,21,Masculino,0,8902,3338,517,5000,8902,2.1,1,0,0
124462,3500,39,Femenino,0,12720,3180,469,9000,12720,1.6,2,0,0
126806,3500,49,Masculino,2,13741,8456,517,5000,4580,2.1,3,0,0
131011,3500,37,Femenino,1,0,5274,0,-5000,0,0.0,4,1,0
123829,4500,23,Femenino,3,7950,6148,518,1700,1987,2.1,2,0,0
156857,5500,24,Femenino,2,0,7814,427,-7500,0,1.2,8,1,0
133751,3500,26,Femenino,2,0,6329,454,-6000,0,1.5,4,1,0
165837,5000,50,Masculino,3,8285,4142,500,4000,2071,2.0,10,0,0
154021,4500,46,Femenino,0,0,2813,643,-2700,0,6.1,8,1,1
145860,6500,38,Femenino,0,8422,2105,433,6000,8422,1.2,6,1,0
71365,17000,38,Masculino,1,19920,11066,521,8000,9960,2.2,2,0,0
97148,3500,42,Femenino,1,8751,8751,459,0,4375,1.5,8,0,0
145548,3500,21,Masculino,1,0,2947,617,-2800,0,5.3,6,1,0
143560,3500,25,Femenino,1,0,8422,499,-8000,0,1.9,6,1,0
135019,3500,52,Femenino,0,0,4219,540,-4000,0,2.75,4,1,1
77462,3500,45,Masculino,0,10706,0,0,9700,10706,0.0,3,1,1
68293,3500,50,Masculino,0,8902,4451,614,4000,8902,4.6,1,0,0
87372,6000,53,Femenino,0,11052,0,427,10000,11052,1.2,6,1,1
113392,3500,22,Masculino,0,17770,3746,0,13100,17770,0.0,12,0,0
114714,5500,42,Femenino,1,6958,10705,506,-3500,3479,2.0,12,0,0
158994,4500,41,Femenino,2,14579,9372,407,5000,4859,1.2,9,0,0
112518,3500,18,Masculino,1,6468,4312,0,2000,3234,0.0,11,1,1
146037,5500,51,Femenino,1,3158,526,624,2500,1579,5.3,6,0,0
167639,3500,44,Masculino,1,0,5074,410,-4900,0,1.2,10,1,0
124720,3500,48,Femenino,1,8798,3710,594,4800,4399,4.0,2,0,0
149110,5500,46,Masculino,0,0,5209,661,-5000,0,6.1,7,1,1
166102,3500,26,Femenino,0,0,828,533,-800,0,2.6,10,0,0
132291,3500,28,Femenino,0,4746,2953,523,1700,4746,2.2,4,1,0
119980,3500,48,Femenino,1,9443,4244,545,4900,4721,2.75,1,0,0
101523,5000,31,Femenino,0,15246,6534,550,8000,15246,2.9,9,0,0
85011,6000,52,Femenino,1,8850,3319,455,5000,4425,1.5,5,1,0
141762,3500,42,Femenino,1,0,5790,428,-5500,0,1.2,6,1,0
159809,3500,50,Masculino,0,15620,4165,0,11000,15620,0.0,9,0,0
68859,3500,29,Femenino,0,10572,0,382,9500,10572,0.9,1,1,0
79099,4500,46,Femenino,0,9935,3311,628,6000,9935,5.3,4,1,0
68436,11500,58,Masculino,0,25595,0,541,23000,25595,2.75,1,0,0
80198,3500,19,Femenino,1,13799,5409,668,7600,6899,8.3,4,0,0
149317,5500,27,Masculino,0,12503,3125,490,9000,12503,1.9,7,0,0
83058,3500,55,Masculino,0,11063,2765,596,7500,11063,4.0,5,0,0
145122,5500,20,Femenino,0,0,2632,514,-2500,0,2.1,6,1,0
123500,5500,46,Femenino,0,8480,2650,407,5500,8480,1.2,2,1,0
98063,3500,28,Femenino,1,12032,8204,493,3500,6016,1.9,8,0,0
126495,5500,51,Femenino,1,13212,10781,420,2300,6606,1.2,3,0,0
84773,3500,25,Femenino,1,0,4425,443,-4000,0,1.3,5,1,0
155862,4500,38,Masculino,1,0,4167,445,-4000,0,1.3,8,1,0
103173,3500,65,Femenino,0,13068,3267,429,9000,13068,1.2,9,0,0
168748,12500,50,Femenino,0,0,3106,526,-3000,0,2.2,10,1,0
128771,3500,63,Femenino,0,6342,10570,381,-4000,6342,0.9,3,0,0
160353,6000,25,Femenino,2,0,1353,474,-1300,0,1.6,9,0,1
111558,5500,38,Femenino,1,15093,5929,607,8500,7546,4.6,11,0,0
76581,5000,38,Femenino,0,11037,5518,507,5000,11037,2.0,3,1,0
146001,3500,47,Femenino,0,0,4167,385,-4000,0,0.9,7,1,1
76770,9000,27,Femenino,0,19867,0,372,18000,19867,0.9,3,0,1
91975,5500,61,Femenino,0,8799,1649,418,6500,8799,1.2,7,0,0
80876,3500,56,Femenino,0,9935,0,489,9000,9935,1.8,4,1,0
122889,5500,32,Masculino,2,8480,5300,578,3000,2826,3.5,2,0,1
145645,3500,25,Masculino,7,0,2105,0,-2000,0,0.0,6,0,1
140134,5500,66,Femenino,1,2642,10568,463,-7500,1321,1.5,5,0,0
142841,3500,50,Masculino,2,0,3158,588,-3000,0,4.0,6,0,1
160001,5500,55,Masculino,0,10413,5206,683,5000,10413,8.3,9,0,0
112545,3500,44,Masculino,0,6468,2371,387,3800,6468,0.9,11,1,0
142375,5500,21,Masculino,0,0,2105,417,-2000,0,1.2,6,1,1
108550,3500,36,Femenino,1,10849,5424,458,5000,5424,1.5,10,0,0
69272,3500,19,Femenino,1,6677,0,0,6000,3338,0.0,1,1,1
135492,3500,36,Femenino,1,12658,6645,414,5700,6329,1.2,4,0,0
152549,5500,59,Femenino,0,15628,8334,571,7000,15628,3.2,8,0,0
124084,3500,38,Femenino,1,8268,4982,582,3100,4134,3.5,2,0,0
76368,3500,19,Femenino,0,7505,1103,0,5800,7505,0.0,3,1,0
170399,6500,22,Femenino,2,0,4142,419,-4000,0,1.2,10,1,0
100020,5500,34,Femenino,2,10938,6563,465,4000,3646,1.5,8,0,0
81205,2500,26,Femenino,1,8831,4967,415,3500,4415,1.2,4,0,0
163111,3500,62,Masculino,1,17703,6768,535,10500,8851,2.6,9,0,0
122892,3500,39,Femenino,0,9222,0,433,8700,9222,1.2,2,1,1
110137,3500,48,Femenino,1,19405,22639,500,-3000,9702,2.0,11,0,0
111444,3500,64,Masculino,0,11775,4282,489,7000,11775,1.8,12,0,1
82030,3500,43,Femenino,0,3311,4967,572,-1500,3311,3.5,4,0,0
77585,6000,43,Femenino,1,8829,4414,430,4000,4414,1.2,3,0,1
125833,4000,31,Femenino,0,13780,9540,371,4000,13780,0.9,2,1,0
75725,6000,63,Femenino,0,6622,2207,691,4000,6622,8.3,3,0,1
137033,3500,58,Masculino,0,0,5284,503,-5000,0,2.0,5,1,0
104809,3500,53,Femenino,0,8712,5989,647,2500,8712,6.1,9,0,1
83532,4000,18,Femenino,0,9072,4868,513,3800,9072,2.1,5,0,0
161566,5000,44,Femenino,1,16661,10413,460,6000,8330,1.5,9,0,0
130120,3500,33,Masculino,1,0,1582,427,-1500,0,1.2,4,1,1
208560,3500,54,Masculino,0,0,2368,518,-2340,0,2.1,5,1,0
155769,5500,27,Femenino,3,15628,3125,417,12000,3907,1.2,8,1,0
89524,4000,19,Femenino,1,6631,552,600,5500,3315,4.6,6,0,0
71575,5000,59,Femenino,0,13280,6640,458,6000,13280,1.5,2,0,0
76277,3500,38,Femenino,0,8388,0,730,7600,8388,8.3,3,1,1
89952,5500,21,Femenino,0,10999,0,423,10000,10999,1.2,7,1,1
93874,3500,44,Femenino,0,16499,0,465,15000,16499,1.5,7,1,1
86878,3500,52,Femenino,0,8850,4978,657,3500,8850,6.1,5,0,0
78780,5500,40,Femenino,0,8829,0,648,8000,8829,6.1,3,0,0
168311,10500,20,Femenino,1,0,6213,600,-6000,0,4.6,10,0,0
102185,2500,37,Femenino,1,8712,7623,453,1000,4356,1.5,9,0,0
84842,3500,38,Femenino,2,8297,6638,545,1500,2765,2.75,5,0,0
161376,3500,44,Masculino,2,0,7289,489,-7000,0,1.8,9,1,1
89292,3500,48,Masculino,0,11052,8841,459,2000,11052,1.5,6,0,0
123296,3500,27,Femenino,2,13780,5300,558,8000,4593,2.9,2,0,1
134140,3500,47,Masculino,1,10021,1371,688,8200,5010,8.3,4,0,0
124832,5500,44,Femenino,0,6360,6360,514,0,6360,2.1,2,0,0
88503,3500,28,Masculino,0,13262,7515,563,5200,13262,3.2,6,0,0
80246,3500,24,Masculino,0,11039,5519,519,5000,11039,2.2,4,0,1
133794,4000,34,Masculino,0,0,7911,414,-7500,0,1.2,4,1,0
155545,3500,50,Femenino,0,10939,6251,417,4500,10939,1.2,8,0,0
75845,6000,33,Femenino,1,16556,8829,447,7000,8278,1.3,3,0,0
87771,4000,25,Femenino,1,27631,13262,638,13000,13815,6.1,6,0,0
164496,3500,37,Masculino,1,0,2082,410,-2000,0,1.2,9,1,1
152746,3500,35,Femenino,1,0,8334,473,-8000,0,1.6,8,1,1
76983,6000,51,Femenino,0,12141,160,437,10855,12141,1.3,3,1,0
125023,3500,32,Masculino,0,11660,1060,505,10000,11660,2.0,2,1,0
141145,3500,59,Femenino,0,0,3158,425,-3000,0,1.2,6,1,1
131836,3500,41,Femenino,3,12658,9493,592,3000,3164,4.0,4,0,0
67560,3500,25,Masculino,1,14467,2871,494,10420,7233,1.9,1,0,0
146958,3500,31,Femenino,1,0,5209,392,-5000,0,0.9,7,1,1
159699,5500,45,Masculino,2,9372,1353,513,7700,3124,2.1,9,0,0
207190,9500,46,Masculino,1,0,5060,558,-5000,0,2.9,5,1,1
130834,3500,18,Femenino,1,9493,4746,600,4500,4746,4.6,4,0,0
66978,3500,31,Femenino,0,11128,0,522,10000,11128,2.2,1,1,0
103977,3500,59,Masculino,0,20692,8712,0,11000,20692,0.0,9,0,0
92127,3500,20,Masculino,0,3299,769,617,2300,3299,5.3,7,1,0
112471,3500,18,Masculino,0,6468,5390,0,1000,6468,0.0,11,1,0
100446,5500,50,Femenino,0,1960,6534,454,-4200,1960,1.5,9,1,0
131723,3500,61,Masculino,0,16878,1582,527,14500,16878,2.2,4,0,0
161045,10500,43,Masculino,2,13537,7289,432,6000,4512,1.2,9,0,1
99871,5500,21,Femenino,0,13126,2187,633,10000,13126,5.3,8,0,0
126288,3500,33,Femenino,2,8456,7927,408,500,2818,1.2,3,0,1
129710,3500,37,Masculino,2,0,5285,581,-5000,0,3.5,3,0,1
76079,3500,38,Masculino,0,13244,4414,0,8000,13244,0.0,3,0,1
140481,3500,38,Masculino,1,0,7369,513,-7000,0,2.1,6,1,1
92319,5000,35,Masculino,2,10229,5499,475,4300,3409,1.6,7,0,0
75008,7000,38,Femenino,2,0,6622,533,-6000,0,2.6,3,1,0
151551,3500,45,Masculino,0,6251,2083,413,4000,6251,1.2,7,1,1
91390,4500,22,Masculino,0,10999,7699,504,3000,10999,2.0,7,1,1
108256,4500,34,Femenino,2,10849,2169,519,8000,3616,2.2,10,0,0
101150,4500,39,Femenino,0,13068,0,625,12000,13068,5.3,9,1,0
186596,3500,46,Femenino,1,0,3277,378,-3200,0,0.9,1,0,0
113495,3500,29,Masculino,0,16057,4282,492,11000,16057,1.9,12,1,0
161699,18000,36,Masculino,0,9892,2082,412,7500,9892,1.2,9,1,0
153406,3500,34,Femenino,3,8334,6772,642,1500,2083,6.1,8,0,1
96495,3500,31,Femenino,0,9845,7657,0,2000,9845,0.0,8,0,1
139443,4000,57,Femenino,1,0,3698,470,-3500,0,1.6,5,1,0
77749,6000,23,Femenino,1,14127,8829,426,4800,7063,1.2,3,0,0
157166,3500,30,Masculino,3,20837,12502,493,8000,5209,1.9,8,0,1
70598,6000,58,Femenino,0,1112,5564,690,-4000,1112,8.3,1,0,0
109005,4500,48,Masculino,2,10849,5424,617,5000,3616,5.3,10,0,1
103346,3500,35,Femenino,0,7841,0,0,7200,7841,0.0,9,1,0
83057,3500,52,Femenino,1,22127,13829,515,7500,11063,2.1,5,0,0
99874,5500,39,Femenino,0,16408,6782,460,8800,16408,1.5,8,0,0
115518,3500,23,Femenino,1,8778,4389,652,4100,4389,6.1,12,0,0
87921,3500,36,Femenino,2,8841,6299,527,2300,2947,2.2,6,0,0
201678,7000,39,Femenino,1,0,13194,426,-13000,0,1.2,4,0,0
147489,5500,39,Masculino,1,0,3646,468,-3500,0,1.6,7,1,1
79250,2500,25,Masculino,0,16559,0,524,15000,16559,2.2,4,1,1
118832,3500,29,Femenino,2,11671,8488,523,3000,3890,2.2,1,0,0
85380,8000,46,Masculino,1,11063,2765,496,7500,5531,1.9,5,0,0
71451,3500,18,Femenino,0,7746,3320,0,4000,7746,0.0,2,0,0
127010,3500,32,Femenino,1,11098,6870,369,4000,5549,0.9,3,0,0
126593,4500,37,Femenino,0,7399,4228,435,3000,7399,1.3,3,0,1
174575,3500,18,Femenino,0,0,2062,0,-2000,0,0.0,11,0,0
142615,3500,49,Femenino,1,0,7369,645,-7000,0,6.1,6,0,1
200551,5500,34,Femenino,1,0,4567,0,-4500,0,0.0,4,1,1
67147,3500,26,Masculino,0,7790,1669,454,5500,7790,1.5,1,1,1
83850,4500,41,Femenino,1,8850,3319,604,5000,4425,4.6,5,0,1
176045,3500,30,Femenino,3,0,2157,568,-2100,0,3.2,12,1,0
103116,4500,57,Femenino,0,8712,2178,463,6000,8712,1.5,9,0,1
208674,4500,31,Femenino,0,0,3238,389,-3200,0,0.9,5,1,1
122670,4000,61,Femenino,0,9010,2968,463,5700,9010,1.5,2,1,0
140900,3500,52,Femenino,2,0,8422,546,-8000,0,2.75,6,1,0
134667,3500,45,Masculino,0,11603,3692,544,7500,11603,2.75,4,0,0
147739,3500,32,Femenino,1,9377,6251,655,3000,4688,6.1,7,0,0
168142,3500,48,Femenino,0,0,5178,0,-5000,0,0.0,10,0,0
161550,4500,34,Femenino,1,0,7289,454,-7000,0,1.5,9,0,1
162906,17000,42,Femenino,0,4686,4165,432,500,4686,1.2,9,1,0
132713,5500,68,Femenino,0,10548,5801,420,4500,10548,1.2,4,0,1
70268,3500,40,Femenino,2,8902,6677,521,2000,2967,2.2,1,0,0
137190,18000,23,Masculino,0,0,2642,411,-2500,0,1.2,5,1,1
67689,3500,41,Femenino,3,16693,10572,525,5500,4173,2.2,1,0,0
90758,3500,24,Masculino,0,10168,6189,523,3600,10168,2.2,6,1,1
95129,3500,27,Femenino,0,6599,0,408,6000,6599,1.2,7,0,0
75968,6000,39,Femenino,0,13244,0,395,12000,13244,0.9,3,1,0
108173,3500,54,Femenino,0,8137,6509,693,1500,8137,8.3,10,0,0
76893,6000,49,Masculino,1,8829,1876,418,6300,4414,1.2,3,0,0
141443,3500,45,Femenino,2,0,5264,458,-5000,0,1.5,6,0,0
82331,3500,62,Femenino,0,8831,6402,495,2200,8831,1.9,4,0,0
164499,3500,52,Femenino,2,0,7871,439,-7600,0,1.3,10,1,1
80309,11500,59,Masculino,0,17663,6623,425,10000,17663,1.2,4,0,0
162507,3500,33,Femenino,2,12496,8330,431,4000,4165,1.2,9,0,0
127126,5500,18,Femenino,0,5285,3171,0,2000,5285,0.0,3,1,1
135854,5500,26,Masculino,1,0,3170,503,-3000,0,2.0,5,1,1
140007,5500,29,Femenino,3,0,4755,535,-4500,0,2.6,5,1,1
75236,4500,54,Masculino,2,10485,3311,610,6500,3495,4.6,3,0,1
130145,7500,23,Masculino,0,21097,8439,0,12000,21097,0.0,4,0,0
98500,3500,61,Femenino,0,10391,6016,638,4000,10391,6.1,8,0,0
116280,5000,18,Masculino,1,10705,6423,574,4000,5352,3.5,12,0,1
107442,3500,36,Femenino,3,0,4339,694,-4000,0,8.3,10,0,1
158861,5000,33,Femenino,2,0,7293,425,-7000,0,1.2,8,1,1
79119,3500,35,Femenino,2,24287,5299,498,17200,8095,1.9,4,0,0
76953,7000,42,Femenino,0,12141,0,417,11000,12141,1.2,3,1,1
87636,3500,48,Femenino,1,11052,5526,624,5000,5526,5.3,6,0,0
169786,3500,67,Femenino,0,8803,2071,546,6500,8803,2.75,10,0,0
90695,3500,26,Femenino,2,6631,4420,645,2000,2210,6.1,6,1,1
146737,4500,22,Femenino,1,0,3125,593,-3000,0,4.0,7,0,1
108822,5500,19,Femenino,1,7546,2695,466,4500,3773,1.6,11,0,0
126129,5500,64,Femenino,0,2544,9010,392,-6100,2544,0.9,2,0,0
139930,3500,48,Femenino,0,8454,2113,644,6000,8454,6.1,5,0,1
80317,3500,28,Masculino,0,1103,1103,426,0,1103,1.2,4,0,0
155551,3500,32,Femenino,1,0,8334,667,-8000,0,8.3,8,0,0
103462,2500,39,Masculino,2,8712,7078,607,1500,2904,4.6,9,0,0
138059,4000,34,Masculino,4,19023,9511,503,9000,3804,2.0,5,1,0
98217,3500,19,Masculino,0,16408,8751,0,7000,16408,0.0,8,0,0
138758,5500,45,Femenino,2,6129,4227,420,1800,2043,1.2,5,1,0
145921,5500,48,Masculino,1,0,3684,549,-3500,0,2.9,6,1,1
78617,3500,39,Femenino,0,6622,0,615,6000,6622,5.3,3,1,1
121650,4500,25,Femenino,0,8912,9018,529,-100,8912,2.6,1,0,0
81360,6000,26,Femenino,2,11039,4967,477,5500,3679,1.6,4,0,0
69001,3500,19,Masculino,0,10015,0,578,9000,10015,3.5,1,1,0
118150,3500,24,Femenino,0,7427,3713,550,3500,7427,2.9,1,1,0
69372,6000,24,Femenino,1,20031,5564,476,13000,10015,1.6,1,0,0
