id_solicitud,Monto,Edad Solicitud,Genero,Dependientes,Ingresos,Egresos,Score CC,Deficit,IngresoPercapita,Odds,Mes inicial,Prediction,Incobrable
152737,5500,37,Femenino,1,0,8334,490,-8000,0,1.9,8,0,1
79853,6000,51,Femenino,0,9935,6623,474,3000,9935,1.6,4,0,0
122024,3500,39,Femenino,1,10610,5305,455,5000,5305,1.5,1,0,1
136316,4000,23,Femenino,0,6869,2642,440,4000,6869,1.3,5,0,0
130434,4500,26,Masculino,0,5274,2109,416,3000,5274,1.2,4,0,0
206534,6500,48,Femenino,2,0,8096,415,-8000,0,1.2,5,1,0
94113,5500,59,Masculino,1,8579,7149,441,1300,4289,1.3,7,0,1
125726,4500,28,Femenino,0,10600,3180,405,7000,10600,0.9,2,0,1
204452,5500,63,Masculino,1,0,22329,469,-22000,0,1.6,4,0,0
167099,10500,53,Masculino,0,0,4142,669,-4000,0,8.3,10,1,0
97615,5500,34,Femenino,2,10938,3281,406,7000,3646,0.9,8,0,1
143386,4000,23,Femenino,0,0,3158,555,-3000,0,2.9,6,1,0
145850,3500,35,Femenino,2,16845,10528,0,6000,5615,0.0,6,0,0
127240,16000,27,Masculino,0,5285,2114,406,3000,5285,0.9,3,0,0
83700,6000,53,Femenino,2,5531,1659,549,3500,1843,2.9,5,0,1
126276,3500,49,Masculino,0,0,5285,518,-5000,0,2.1,3,1,1
110917,4000,27,Masculino,2,8409,4851,406,3300,2803,0.9,11,1,0
76700,3500,29,Masculino,0,11037,3973,0,6400,11037,0.0,3,1,0
172518,5500,47,Femenino,3,0,1340,458,-1300,0,1.5,11,1,1
70807,3500,38,Femenino,0,14387,0,484,13000,14387,1.8,2,1,0
124714,3500,35,Masculino,2,12720,11660,462,1000,4240,1.5,2,0,0
174698,3500,35,Femenino,3,9796,1340,493,8200,2449,1.9,11,0,0
99917,4500,45,Femenino,1,9845,4484,566,4900,4922,3.2,8,0,0
91761,5500,18,Femenino,1,13199,4399,489,8000,6599,1.8,7,0,0
160155,3500,23,Masculino,0,10934,4686,526,6000,10934,2.2,9,1,0
90124,13500,28,Masculino,2,13262,8841,541,4000,4420,2.75,6,1,0
103804,5500,36,Femenino,1,8712,2178,582,6000,4356,3.5,9,0,0
81667,6000,48,Femenino,0,10487,6071,548,4000,10487,2.75,4,0,0
84300,3500,52,Femenino,0,13276,0,565,12000,13276,3.2,5,0,1
90599,4500,27,Femenino,0,8841,0,0,8000,8841,0.0,6,1,1
102512,3500,18,Femenino,1,9256,4356,0,4500,4628,0.0,9,1,0
151010,3500,41,Masculino,2,15629,8335,431,7000,5209,1.2,7,0,0
118400,3500,18,Masculino,0,11989,5941,0,5700,11989,0.0,1,0,0
123806,5500,26,Femenino,0,4240,1590,375,2500,4240,0.9,2,1,1
133734,5500,43,Femenino,0,0,8439,450,-8000,0,1.3,4,1,0
184763,8500,47,Femenino,0,0,6658,510,-6500,0,2.1,1,0,1
67935,3500,23,Femenino,2,8680,5119,491,3200,2893,1.9,1,0,0
150345,3500,18,Femenino,2,8335,2083,0,6000,2778,0.0,7,0,0
98040,3500,19,Femenino,0,1969,546,0,1300,1969,0.0,8,0,1
130313,5500,31,Femenino,2,16912,10570,425,6000,5637,1.2,3,0,0
101915,5500,40,Femenino,0,16335,6534,430,9000,16335,1.2,9,0,0
142438,3500,52,Femenino,0,0,3158,540,-3000,0,2.75,6,1,1
103532,5500,61,Femenino,0,19603,6534,705,12000,19603,8.3,9,0,0
144123,11000,66,Femenino,0,12634,3158,488,9000,12634,1.8,6,0,0
152701,5500,18,Femenino,0,8335,4167,600,4000,8335,4.6,7,1,1
78954,6000,32,Femenino,0,0,0,508,0,0,2.0,3,1,0
116151,5500,35,Femenino,0,12846,0,412,12000,12846,1.2,12,1,1
187429,4000,47,Femenino,1,0,2560,479,-2500,0,1.8,1,1,0
161326,5500,40,Femenino,1,18629,3332,351,14690,9314,0.9,9,0,0
75572,4500,52,Femenino,0,8829,5518,495,3000,8829,1.9,3,0,0
93209,4500,28,Femenino,0,10999,5499,569,5000,10999,3.2,7,1,0
144238,5500,40,Femenino,0,0,3158,433,-3000,0,1.2,6,1,1
169986,5500,49,Femenino,0,0,20713,387,-20000,0,0.9,10,0,0
67779,3500,23,Femenino,1,11128,2225,628,8000,5564,5.3,1,0,0
155310,14000,44,Femenino,2,0,2604,569,-2500,0,3.2,8,1,0
160241,3500,22,Femenino,2,10413,5206,491,5000,3471,1.9,9,0,0
153354,3500,64,Femenino,1,13023,8334,0,4500,6511,0.0,8,0,0
90736,3500,39,Masculino,2,13262,8841,0,4000,4420,0.0,6,0,1
91303,8000,44,Femenino,1,16578,7184,417,8500,8289,1.2,6,0,0
70783,3500,60,Femenino,0,22133,8300,515,12500,22133,2.1,2,0,0
165404,5500,45,Femenino,0,0,5178,622,-5000,0,5.3,10,0,0
108769,3500,32,Femenino,3,0,3471,598,-3200,0,4.0,10,0,0
109660,3500,38,Femenino,0,6468,6468,695,0,6468,8.3,11,0,0
140904,3500,51,Masculino,0,0,5790,624,-5500,0,5.3,6,1,1
149081,10500,52,Femenino,0,15629,3125,0,12000,15629,0.0,7,0,0
97634,3500,26,Masculino,0,9188,5250,474,3600,9188,1.6,8,1,0
81040,3500,33,Masculino,3,11039,4415,491,6000,2759,1.9,4,0,1
200754,6000,59,Masculino,0,0,4567,522,-4500,0,2.2,4,1,0
154749,13000,59,Masculino,0,0,6251,510,-6000,0,2.1,8,1,0
67838,3500,28,Femenino,2,25595,8902,461,15000,8531,1.5,1,0,0
107390,4500,20,Femenino,0,10849,3254,513,7000,10849,2.1,10,0,1
115150,3500,22,Femenino,0,10705,3211,600,7000,10705,4.6,12,0,1
166336,3500,34,Femenino,1,23406,3106,408,19600,11703,1.2,10,0,0
132333,5500,27,Femenino,2,0,4219,529,-4000,0,2.6,4,1,0
72863,3500,36,Femenino,4,7746,0,463,7000,1549,1.5,2,1,0
102129,3500,47,Femenino,0,8712,4900,579,3500,8712,3.5,9,0,0
84581,7000,19,Femenino,0,6638,3319,588,3000,6638,4.0,5,1,0
91605,5500,23,Masculino,0,8359,7699,627,600,8359,5.3,7,1,0
105333,3500,33,Masculino,2,10849,5424,582,5000,3616,3.5,10,0,0
115143,3500,31,Masculino,2,11240,1391,636,9200,3746,6.1,12,0,0
132143,3500,27,Masculino,0,8966,2637,627,6000,8966,5.3,4,1,0
130287,5000,50,Femenino,1,3699,7399,523,-3500,1849,2.2,3,0,0
117035,3500,21,Femenino,0,10705,5352,518,5000,10705,2.1,12,1,1
137826,5500,29,Femenino,0,8454,6869,514,1500,8454,2.1,5,1,1
89048,3500,55,Femenino,1,6631,4973,0,1500,3315,0.0,6,0,0
75906,6000,50,Femenino,0,11037,0,522,10000,11037,2.2,3,1,1
118677,3500,68,Femenino,0,8488,2122,486,6000,8488,1.8,1,0,0
107838,4500,21,Femenino,0,8137,7594,593,500,8137,4.0,10,0,1
103646,4000,39,Masculino,3,10890,2178,425,8000,2722,1.2,9,0,0
101503,3500,22,Femenino,1,7623,3267,0,4000,3811,0.0,9,1,0
149363,5500,43,Femenino,1,8856,2604,552,6000,4428,2.9,7,0,0
97192,3500,36,Femenino,0,16408,3281,506,12000,16408,2.0,8,0,0
138900,3500,48,Masculino,1,23250,6341,378,16000,11625,0.9,5,0,0
80960,6000,54,Femenino,0,22079,0,441,20000,22079,1.3,4,1,1
111668,5500,61,Femenino,0,9702,0,474,9000,9702,1.6,11,1,0
117469,3500,54,Femenino,0,19269,10705,521,8000,19269,2.2,12,0,1
174122,3500,38,Masculino,1,0,5155,460,-5000,0,1.5,11,1,1
165542,5500,64,Femenino,0,0,4660,466,-4500,0,1.6,10,1,1
102050,3500,31,Femenino,2,22325,9801,613,11500,7441,4.6,9,0,0
75394,3500,33,Femenino,0,22074,8829,427,12000,22074,1.2,3,0,0
144484,3500,44,Femenino,1,13160,20004,412,-6500,6580,1.2,6,0,0
88497,3500,28,Femenino,1,14920,6631,0,7500,7460,0.0,6,0,0
88039,3500,34,Femenino,0,0,442,455,-400,0,1.5,6,1,1
128210,3500,19,Masculino,0,8456,7927,0,500,8456,0.0,3,1,1
175914,4500,25,Femenino,3,0,2610,598,-2532,0,4.0,11,0,0
141894,8000,43,Femenino,0,0,5264,481,-5000,0,1.8,6,1,0
139647,3500,36,Femenino,1,26420,14795,645,11000,13210,6.1,5,0,0
78713,3500,45,Femenino,2,7727,4415,565,3000,2575,3.2,4,0,0
145924,3500,28,Masculino,1,0,2083,445,-2000,0,1.3,7,1,1
84532,3500,33,Masculino,1,13276,3948,553,8431,6638,2.9,5,0,0
124620,3500,32,Femenino,1,7208,3286,465,3700,3604,1.5,2,1,0
139663,3500,32,Femenino,2,0,4227,437,-4000,0,1.3,5,1,0
110237,3500,29,Masculino,0,8624,6468,405,2000,8624,0.9,11,1,1
88535,3500,24,Femenino,0,0,0,420,0,0,1.2,6,1,1
98469,5500,63,Femenino,0,17502,6782,703,9800,17502,8.3,8,0,0
67158,3500,23,Femenino,1,1669,1112,603,500,834,4.6,1,1,1
71779,3500,26,Femenino,0,8853,0,438,8000,8853,1.3,2,1,1
155747,3500,33,Masculino,1,0,5209,603,-5000,0,4.6,8,1,0
126389,3500,58,Femenino,0,0,3171,680,-3000,0,8.3,3,0,1
99202,3500,42,Femenino,1,14220,4002,526,9341,7110,2.2,8,0,0
114593,3500,29,Femenino,1,8028,4282,541,3500,4014,2.75,12,0,0
86617,6000,28,Femenino,0,11063,5531,522,5000,11063,2.2,5,0,1
117762,3500,18,Masculino,0,10610,8488,0,2000,10610,0.0,1,0,1
173130,3500,36,Masculino,0,9280,3815,557,5300,9280,2.9,11,0,0
111535,3500,24,Masculino,0,8624,8085,573,500,8624,3.5,11,0,0
150943,3500,25,Femenino,3,2604,5834,465,-3100,651,1.5,7,0,0
163703,8500,39,Femenino,2,0,8330,515,-8000,0,2.1,9,1,0
140065,8500,30,Masculino,1,0,2642,618,-2500,0,5.3,5,1,1
89873,3500,23,Femenino,0,9394,0,494,8500,9394,1.9,6,1,1
76212,6000,41,Femenino,3,0,3863,572,-3500,0,3.5,3,0,1
143312,3500,25,Femenino,1,0,5264,506,-5000,0,2.0,6,1,1
139239,3500,57,Femenino,0,10568,6341,681,4000,10568,8.3,5,0,0
173756,5500,55,Femenino,0,0,8249,491,-8000,0,1.9,11,0,0
127031,3500,18,Femenino,0,7187,4122,0,2900,7187,0.0,3,0,0
123091,3500,32,Masculino,1,10388,2968,513,7000,5194,2.1,2,0,1
191479,4500,46,Femenino,1,0,2553,505,-2500,0,2.0,2,0,0
137373,3500,29,Femenino,2,0,15852,438,-15000,0,1.3,5,0,0
153816,5500,19,Masculino,0,0,5209,0,-5000,0,0.0,8,1,1
138749,5500,45,Femenino,1,0,8983,526,-8500,0,2.2,5,1,0
131471,3500,37,Masculino,0,14768,9493,0,5000,14768,0.0,4,1,1
69833,2500,52,Femenino,0,10015,0,664,9000,10015,6.1,1,0,0
95427,5500,26,Femenino,0,7039,0,656,6400,7039,6.1,7,0,0
171372,5500,48,Femenino,0,0,2062,424,-2000,0,1.2,11,0,0
113093,5500,48,Femenino,0,0,3746,415,-3500,0,1.2,12,1,1
109010,3500,32,Femenino,1,8245,2712,459,5100,4122,1.5,10,0,1
103097,5500,37,Femenino,1,12524,3811,475,8000,6262,1.6,9,0,0
132390,4500,28,Femenino,2,10443,6856,526,3400,3481,2.2,4,0,0
74879,3500,24,Masculino,0,5518,3311,415,2000,5518,1.2,3,0,0
108672,5500,39,Femenino,1,11934,5424,523,6000,5967,2.2,10,0,0
126922,7500,25,Femenino,1,11098,4228,470,6500,5549,1.6,3,0,0
90245,3500,19,Femenino,1,7184,2984,0,3800,3592,0.0,6,1,0
149892,3500,28,Femenino,1,10211,3021,441,6900,5105,1.3,7,0,0
111481,3500,23,Femenino,0,12936,8624,395,4000,12936,0.9,11,1,1
126087,3500,29,Femenino,2,13250,6360,503,6500,4416,2.0,2,0,0
98711,4500,26,Femenino,1,8751,0,555,8000,4375,2.9,8,1,1
78235,3500,57,Femenino,0,5518,16556,532,-10000,5518,2.6,3,0,0
134581,4000,43,Femenino,1,0,1582,514,-1500,0,2.1,4,1,1
81262,3500,22,Femenino,0,6623,2759,540,3500,6623,2.75,4,0,1
94799,16500,22,Masculino,0,8799,0,408,8000,8799,1.2,7,1,1
86143,3500,41,Masculino,0,11063,2876,0,7400,11063,0.0,5,0,0
76961,4500,51,Femenino,1,13244,7946,574,4800,6622,3.5,3,0,0
137979,3500,23,Masculino,0,8454,2113,460,6000,8454,1.5,5,0,0
123244,3500,39,Femenino,0,10600,0,484,10000,10600,1.8,2,1,1
155813,4500,28,Masculino,2,0,1354,620,-1300,0,5.3,8,0,0
119508,3500,21,Masculino,1,10610,9018,491,1500,5305,1.9,1,0,1
164096,5500,58,Femenino,0,0,3644,528,-3500,0,2.2,9,1,0
130204,3500,45,Femenino,0,8244,5919,655,2200,8244,6.1,3,0,0
143715,3500,30,Femenino,4,18951,8422,540,10000,3790,2.75,6,1,1
136252,5500,67,Femenino,1,0,7186,520,-6800,0,2.2,5,0,1
112589,5500,34,Femenino,2,2156,2695,449,-500,718,1.3,11,0,0
124360,5500,50,Femenino,0,0,0,418,0,0,1.2,2,1,0
129937,3500,37,Femenino,1,7927,4756,699,3000,3963,8.3,3,0,0
105732,3500,22,Femenino,0,10307,5424,669,4500,10307,8.3,10,0,0
83743,3500,49,Femenino,0,7191,0,562,6500,7191,3.2,5,1,1
116123,4500,27,Masculino,1,7279,2141,495,4800,3639,1.9,12,0,0
167813,3500,27,Femenino,1,0,5696,549,-5500,0,2.9,10,0,0
80530,4000,39,Femenino,1,16559,11039,457,5000,8279,1.5,4,0,0
143399,4000,19,Masculino,0,0,7369,451,-7000,0,1.3,6,1,1
111716,3500,26,Femenino,1,26951,12936,606,13000,13475,4.6,11,0,0
123385,3500,28,Masculino,1,15900,7420,474,8000,7950,1.6,2,0,0
68367,3500,24,Masculino,0,11351,2225,406,8200,11351,0.9,1,0,0
114416,5500,48,Femenino,0,14773,2141,0,11800,14773,0.0,12,0,0
97287,11000,20,Femenino,0,10938,2187,633,8000,10938,5.3,8,0,1
75669,3500,48,Femenino,1,16556,7174,495,8500,8278,1.9,3,0,0
105903,3500,50,Femenino,1,9764,4339,0,5000,4882,0.0,10,0,0
106659,5500,22,Femenino,2,10849,5424,412,5000,3616,1.2,10,0,1
66555,3500,29,Femenino,0,8963,0,565,8000,8963,3.2,12,1,1
86497,6000,28,Femenino,0,8850,7744,502,1000,8850,2.0,5,1,1
174947,5500,36,Femenino,2,0,2062,667,-2000,0,8.3,11,0,0
146971,5500,53,Femenino,0,0,6772,461,-6500,0,1.5,7,1,0
115409,5500,37,Femenino,0,1605,4282,481,-2500,1605,1.8,12,0,0
139747,3500,24,Masculino,0,0,4227,371,-4000,0,0.9,5,1,1
127999,5500,39,Masculino,1,19026,23782,390,-4500,9513,0.9,3,0,0
94575,4500,63,Femenino,1,10999,3079,426,7200,5499,1.2,7,0,0
104912,3500,19,Femenino,0,10890,0,496,10000,10890,1.9,9,1,1
142514,3500,30,Femenino,3,0,4211,539,-4000,0,2.75,6,1,1
148957,3500,59,Masculino,0,0,4167,469,-4000,0,1.6,7,1,0
131025,3500,28,Femenino,2,0,2109,517,-2000,0,2.1,4,1,1
120326,8500,36,Femenino,0,19629,6366,425,12500,19629,1.2,1,0,0
81995,4500,46,Femenino,0,6623,5519,464,1000,6623,1.5,4,0,0
148715,3500,25,Femenino,1,0,6251,419,-6000,0,1.2,7,1,1
145488,3500,56,Femenino,0,0,7369,437,-7000,0,1.3,6,1,0
67476,3500,22,Masculino,0,13354,8680,0,4200,13354,0.0,1,1,0
116304,5500,50,Femenino,0,11989,5994,500,5600,11989,2.0,12,0,0
154422,6500,23,Femenino,1,8334,3125,608,5000,4167,4.6,8,0,1
165373,5500,38,Femenino,1,9320,5178,532,4000,4660,2.6,10,0,0
93077,3500,23,Femenino,1,6599,5499,615,1000,3299,5.3,7,0,0
170525,3500,28,Femenino,2,0,12374,408,-12000,0,1.2,11,1,0
76119,3500,19,Femenino,0,14348,551,0,12500,14348,0.0,3,1,0
107538,3500,38,Femenino,1,10307,2603,535,7100,5153,2.6,10,0,0
73225,3500,21,Masculino,0,9406,4426,479,4500,9406,1.8,2,1,0
152588,5500,50,Femenino,0,15629,6251,497,9000,15629,1.9,7,0,0
141435,12500,60,Femenino,0,0,631,499,-600,0,1.9,6,1,1
80254,6000,29,Femenino,0,6623,0,524,6000,6623,2.2,4,1,0
109076,3500,65,Femenino,0,17359,9764,430,7000,17359,1.2,10,0,0
90980,7500,33,Masculino,0,6631,4420,449,2000,6631,1.3,6,1,0
153991,3500,28,Masculino,2,12502,6251,557,6000,4167,2.9,8,0,0
89393,6000,36,Masculino,0,7515,4420,493,2800,7515,1.9,6,1,1
135537,11000,27,Masculino,0,18987,3164,0,15000,18987,0.0,4,0,1
77480,6000,45,Masculino,0,9933,5518,548,4000,9933,2.75,3,1,0
130194,5500,55,Masculino,1,9513,1321,522,7750,4756,2.2,3,0,0
91136,5500,54,Femenino,0,7149,2749,492,4000,7149,1.9,7,0,0
104095,2500,19,Masculino,1,10346,3267,582,6500,5173,3.5,9,0,0
109863,5500,36,Femenino,3,21561,18327,392,3000,5390,0.9,11,0,1
120979,3500,51,Femenino,0,10610,5305,466,5000,10610,1.6,1,0,0
130680,5500,50,Femenino,1,0,5285,691,-5000,0,8.3,3,0,1
98461,5500,19,Femenino,0,16408,6563,0,9000,16408,0.0,8,0,0
107166,4500,22,Femenino,0,8137,7594,671,500,8137,8.3,10,1,0
114382,3500,57,Femenino,0,9634,8350,534,1200,9634,2.6,12,0,0
79435,6000,66,Femenino,0,19871,4967,446,13500,19871,1.3,4,0,0
100335,5500,36,Femenino,3,8712,5445,604,3000,2178,4.6,9,1,1
87999,3500,58,Femenino,0,6631,4420,545,2000,6631,2.75,6,0,1
137850,5500,48,Femenino,0,0,4227,463,-4000,0,1.5,5,1,0
80900,3500,26,Masculino,0,6623,2759,478,3500,6623,1.8,4,1,0
79594,3500,56,Femenino,0,8831,0,492,8000,8831,1.9,4,1,1
98522,4500,35,Femenino,4,32816,5469,494,25000,6563,1.9,8,0,0
203849,6500,58,Masculino,3,0,4059,503,-4000,0,2.0,4,1,1
91588,3500,32,Femenino,1,10999,4399,623,6000,5499,5.3,7,0,1
190629,3500,31,Femenino,1,0,8171,437,-8000,0,1.3,2,0,0
103438,5500,24,Femenino,0,9256,4356,385,4500,9256,0.9,9,0,0
90351,3500,67,Femenino,0,13199,8799,516,4000,13199,2.1,7,0,0
115995,3500,18,Femenino,0,19269,12846,0,6000,19269,0.0,12,0,0
71354,4500,23,Masculino,0,17707,5533,0,11000,17707,0.0,2,1,0
85909,6000,29,Femenino,2,13276,6638,460,6000,4425,1.5,5,0,0
140131,5500,39,Femenino,2,6341,3170,452,3000,2113,1.5,5,0,0
159083,3500,56,Femenino,0,0,5727,460,-5500,0,1.5,9,1,0
124884,3500,29,Masculino,1,11130,6360,406,4500,5565,0.9,2,0,0
160033,10500,18,Femenino,0,0,6248,0,-6000,0,0.0,9,1,0
75634,3500,26,Femenino,0,17659,2428,552,13800,17659,2.9,3,0,0
121359,5500,22,Femenino,0,16976,6366,512,10000,16976,2.1,1,0,1
75990,3500,55,Femenino,1,38630,13796,0,22500,19315,0.0,3,0,0
70813,6000,40,Femenino,0,14940,332,547,13200,14940,2.75,2,1,0
129632,3500,48,Masculino,0,8456,2114,509,6000,8456,2.0,3,1,0
66579,3500,31,Masculino,1,6722,1680,660,4500,3361,6.1,12,0,0
177327,5500,47,Masculino,3,0,3081,380,-3000,0,0.9,12,1,0
93480,5000,41,Femenino,1,13199,8799,483,4000,6599,1.8,7,1,1
86634,4000,19,Masculino,1,7744,5531,552,2000,3872,2.9,5,0,0
88947,3500,40,Femenino,1,13262,7736,525,5000,6631,2.2,6,0,0
111457,3500,26,Femenino,1,4312,4312,727,0,2156,8.3,11,0,0
73052,3500,55,Femenino,0,13280,0,645,12000,13280,6.1,2,0,0
90876,4500,61,Masculino,0,9394,7515,546,1700,9394,2.75,6,1,0
67003,3500,40,Femenino,0,8902,0,511,8000,8902,2.1,1,1,1
157410,5500,41,Femenino,1,18753,10418,549,8000,9376,2.9,8,0,1
87943,6000,37,Femenino,2,0,7736,381,-7000,0,0.9,6,1,1
93535,4500,37,Femenino,0,13199,3849,391,8500,13199,0.9,7,0,1
134057,3500,35,Femenino,2,8439,2109,409,6000,2813,1.2,4,0,1
87835,3500,39,Femenino,0,11052,0,710,10000,11052,8.3,6,1,1
140206,11000,35,Femenino,1,0,2642,532,-2500,0,2.6,5,1,0
114544,5500,29,Femenino,1,9634,2141,402,7000,4817,0.9,12,0,0
86361,4500,38,Femenino,1,8850,4425,455,4000,4425,1.5,5,0,0
100803,3500,39,Femenino,0,7078,5445,707,1500,7078,8.3,9,1,0
169088,3500,43,Masculino,2,10356,3624,455,6500,3452,1.5,10,0,0
83880,3500,27,Femenino,0,5753,3982,532,1600,5753,2.6,5,0,0
138349,4500,46,Masculino,1,10568,7397,427,3000,5284,1.2,5,0,0
125524,4000,50,Femenino,0,4240,4240,431,0,4240,1.2,2,0,1
73264,3500,22,Femenino,0,10845,0,428,9800,10845,1.2,2,1,1
98873,3500,33,Femenino,4,10938,4375,425,6000,2187,1.2,8,0,0
136914,5500,29,Masculino,2,12682,6341,465,6000,4227,1.5,5,0,1
93086,3500,38,Masculino,0,19798,3299,495,15000,19798,1.9,7,0,0
133355,3500,24,Masculino,3,7384,2637,559,4500,1846,2.9,4,0,0
82480,6000,64,Femenino,0,4415,1103,500,3000,4415,2.0,4,0,1
139997,6500,42,Masculino,1,0,6341,426,-6000,0,1.2,5,1,0
91687,4000,46,Femenino,2,8799,10999,410,-2000,2933,1.2,7,0,0
75437,2500,32,Femenino,2,13244,7946,436,4800,4414,1.3,3,0,0
113735,5500,26,Masculino,0,10705,3211,662,7000,10705,6.1,12,0,0
154526,3500,66,Masculino,0,5730,2083,394,3500,5730,0.9,8,1,0
159748,5500,57,Femenino,0,0,4686,474,-4500,0,1.6,9,0,0
76978,5000,30,Femenino,0,7726,7726,509,0,7726,2.0,3,0,1
74591,6000,36,Femenino,0,14387,0,446,13000,14387,1.3,2,1,0
94194,3500,23,Femenino,0,5499,0,530,5000,5499,2.6,7,1,1
148281,4000,19,Femenino,1,0,2917,600,-2800,0,4.6,7,0,0
70781,3500,44,Masculino,0,13280,4426,0,8000,13280,0.0,2,1,0
136009,5500,44,Femenino,1,12682,2642,535,9500,6341,2.6,5,0,1
154529,3500,35,Femenino,1,0,2604,612,-2500,0,4.6,8,0,0
78734,6000,55,Femenino,0,7065,4415,674,2400,7065,8.3,4,0,0
92749,3500,19,Masculino,0,7479,3299,0,3800,7479,0.0,7,0,0
95533,5500,24,Femenino,0,5389,1869,471,3200,5389,1.6,7,1,1
126955,3500,22,Femenino,1,8984,3699,450,5000,4492,1.3,3,0,0
73440,3500,21,Femenino,0,5533,0,491,5000,5533,1.9,2,1,1
69027,6000,59,Femenino,0,7790,3338,487,4000,7790,1.8,1,0,0
67066,3500,18,Femenino,0,14467,0,635,13000,14467,6.1,1,0,1
67185,3500,42,Femenino,0,7790,0,614,7000,7790,4.6,1,1,0
91603,3500,28,Masculino,0,7479,6049,652,1300,7479,6.1,7,0,1
87130,3500,30,Femenino,3,1768,707,700,960,442,8.3,6,0,1
99461,5500,38,Femenino,2,13126,7110,501,5500,4375,2.0,8,1,0
157384,5500,43,Femenino,0,0,3646,433,-3500,0,1.2,8,1,0
79229,3500,36,Femenino,1,7727,6623,483,1000,3863,1.8,4,0,0
127360,5500,24,Femenino,0,9513,5285,609,4000,9513,4.6,3,0,0
126460,5500,41,Masculino,0,10570,1057,378,9000,10570,0.9,3,1,1
82157,3500,49,Masculino,0,10487,4415,464,5500,10487,1.5,4,1,0
118868,4500,19,Femenino,0,2228,1061,368,1100,2228,0.9,1,1,1
131529,3500,20,Masculino,0,6856,3692,398,3000,6856,0.9,4,1,0
114688,3500,49,Femenino,0,7493,0,498,7000,7493,1.9,12,0,1
87550,6000,45,Femenino,0,11936,0,422,10800,11936,1.2,6,1,1
94524,11000,20,Femenino,0,15399,4399,574,10000,15399,3.5,7,0,1
125597,3500,31,Femenino,1,12720,3180,438,9000,6360,1.3,2,0,0
149718,10000,49,Masculino,2,19797,13545,434,6000,6599,1.3,7,0,0
69333,2500,22,Femenino,0,5564,0,0,5000,5564,0.0,1,1,1
77731,3500,35,Femenino,0,13244,0,515,12000,13244,2.1,3,0,0
72486,6000,53,Femenino,0,6640,0,451,6000,6640,1.3,2,1,1
104588,5500,19,Femenino,0,13068,1415,429,10700,13068,1.2,9,0,0
112394,5500,42,Femenino,0,8624,6684,486,1800,8624,1.8,11,1,0
100238,4500,37,Masculino,0,8751,8204,476,500,8751,1.6,8,0,0
91295,4000,22,Femenino,0,7149,4949,430,2000,7149,1.2,7,1,0
152564,5500,50,Femenino,0,5209,3646,441,1500,5209,1.3,8,1,0
86294,3500,21,Masculino,0,11063,0,0,10000,11063,0.0,5,0,1
121072,3500,19,Masculino,0,10610,5305,0,5000,10610,0.0,1,0,1
126889,4500,22,Femenino,1,12684,3171,614,9000,6342,4.6,3,0,0
92007,3500,19,Masculino,0,8799,3299,604,5000,8799,4.6,7,1,0
149925,5500,40,Femenino,1,13024,3125,493,9500,6512,1.9,7,0,1
75372,6000,33,Femenino,0,11037,0,700,10000,11037,8.3,3,1,0
86305,3500,32,Femenino,0,10621,6638,421,3600,10621,1.2,5,1,1
150282,5500,42,Femenino,0,18755,2604,412,15500,18755,1.2,7,0,0
94498,3500,23,Femenino,0,2749,8799,0,-5500,2749,0.0,7,1,1
99645,3500,48,Masculino,0,5469,3281,475,2000,5469,1.6,8,0,0
169979,5500,30,Femenino,0,2071,1035,438,1000,2071,1.3,10,1,0
73403,4500,28,Femenino,1,11066,3320,469,7000,5533,1.6,2,0,0
150847,3500,26,Femenino,1,0,4167,391,-4000,0,0.9,7,1,0
101200,4500,44,Femenino,0,16335,4900,469,10500,16335,1.6,9,0,1
79345,3500,21,Femenino,0,16559,5519,0,10000,16559,0.0,4,0,0
84113,4500,28,Masculino,2,12170,6638,534,5000,4056,2.6,5,0,1
145023,3500,38,Masculino,0,0,6317,583,-6000,0,3.5,6,0,1
125442,3500,24,Masculino,2,5300,6360,522,-1000,1766,2.2,2,0,0
174655,5500,65,Femenino,1,0,5155,498,-5000,0,1.9,11,1,0
126704,3500,37,Femenino,1,15855,4228,481,11000,7927,1.8,3,0,0
123690,3500,32,Femenino,1,10600,8480,508,2000,5300,2.0,2,0,1
163797,3500,32,Femenino,2,0,5592,536,-5400,0,2.6,10,0,1
149206,5500,35,Femenino,0,0,5209,488,-5000,0,1.8,7,1,1
129049,5500,36,Femenino,1,9724,3329,657,6050,4862,6.1,3,0,1
136419,5500,67,Femenino,1,12682,4227,486,8000,6341,1.8,5,0,0
84657,6500,36,Femenino,1,0,6085,410,-5500,0,1.2,5,1,1
71027,4000,59,Femenino,0,9738,0,423,8800,9738,1.2,2,0,0
93313,3500,57,Femenino,3,25298,13199,417,11000,6324,1.2,7,0,0
102721,3500,56,Femenino,0,7078,2722,505,4000,7078,2.0,9,1,0
147648,5500,60,Femenino,0,0,5001,493,-4800,0,1.9,7,1,0
95252,3500,52,Masculino,0,5469,3281,634,2000,5469,5.3,8,1,1
70102,4500,21,Masculino,0,11128,3338,419,7000,11128,1.2,1,0,0
172136,3500,35,Masculino,4,0,7218,481,-7000,0,1.8,11,1,0
98751,4500,51,Femenino,1,13126,5469,418,7000,6563,1.2,8,0,0
133281,3500,21,Masculino,1,10548,2109,620,8000,5274,5.3,4,0,0
