id_solicitud,Monto,Edad Solicitud,Genero,Dependientes,Ingresos,Egresos,Score CC,Ciclo,Monto_Ant,Frecuencia_Ant,Score_Ant,Deficit,IngresoPercapita,Odds,Mes inicial,Prediction,Incobrable
130444,6000,31,Femenino,1,15401,8439,440,5,7384,1.001202233,0.982129628,6600,7700,1.3,4,0,0
140899,15000,65,Masculino,0,10528,3684,704,2,11581,1.063798395,1.00975466,6500,10528,8.3,6,0,0
135979,14000,45,Masculino,2,19023,7397,661,6,11625,1.001222019,0.945135896,11000,6341,6.1,5,0,0
136537,6500,33,Femenino,2,12682,3698,632,7,6869,1.134696017,1.013205314,8500,4227,5.3,5,0,0
121309,6000,27,Femenino,2,12838,5305,511,2,3183,1.134703196,1.016792278,7100,4279,2.1,1,0,0
139183,11000,58,Femenino,3,24307,12682,439,4,7926,1.13469759,1.00390126,11000,6076,1.3,5,0,0
121532,5500,58,Femenino,0,13793,3183,464,4,5305,0.895817573,0.872486449,10000,13793,1.5,1,1,1
130501,7000,22,Femenino,1,18987,6329,375,2,5274,1.547321262,1.034662909,12000,9493,0.9,4,1,0
142490,3500,53,Femenino,0,10317,4737,438,8,3158,1.001208703,0.971677563,5300,10317,1.3,6,0,0
131818,3500,57,Femenino,0,8228,6329,647,5,5274,1.001207875,0.0,1800,8228,6.1,4,0,0
134364,12000,28,Femenino,2,12658,7384,456,4,5274,1.063783368,1.0,5000,4219,1.5,4,0,0
135124,7500,51,Femenino,1,11603,4219,425,7,7384,1.196350365,1.020051834,7000,5801,1.2,4,0,0
131531,3500,32,Masculino,0,10548,3692,481,3,5801,0.895812952,0.725050421,6500,10548,1.8,4,0,0
132156,7500,44,Femenino,0,7173,3692,548,3,5801,1.001202712,0.94013086,3300,7173,2.75,4,1,1
112399,10500,27,Femenino,0,2156,5929,668,3,7546,1.063777372,1.0,-3500,2156,8.3,11,0,0
134213,7500,32,Femenino,2,9493,6856,559,5,5274,1.134702259,1.023331583,2500,3164,2.9,4,0,0
129744,6000,28,Masculino,1,13741,4650,481,2,3171,1.504669988,1.049561479,8600,6870,1.8,3,1,0
135106,16000,39,Femenino,1,7384,2478,477,4,15823,1.890925549,1.069871925,4650,3692,1.6,4,1,1
137468,8500,34,Masculino,2,12682,6341,644,2,5284,1.666666667,1.046628648,6000,4227,6.1,5,0,0
129569,3500,29,Masculino,1,6342,2114,405,2,5285,1.124024641,0.984251584,4000,3171,0.9,3,1,0
97115,4500,23,Masculino,2,10938,2734,398,7,6016,0.895812952,0.915132267,7500,3646,0.9,8,1,1
126980,3500,23,Femenino,1,9513,3699,478,3,4228,0.549048801,0.811933195,5500,4756,1.8,3,1,1
90988,3500,52,Femenino,0,10278,3536,394,2,2210,1.001206637,0.0,6100,10278,0.9,6,1,0
111280,5500,31,Femenino,2,9163,2695,431,5,9702,0.630399453,0.634156912,6000,3054,1.2,11,0,1
133806,8500,20,Masculino,1,8439,3692,418,3,5801,1.194636219,1.01022042,4500,4219,1.2,4,1,0
112128,5500,50,Masculino,0,10780,5929,395,4,4851,1.385083714,1.014290888,4500,10780,0.9,11,1,0
133109,6000,64,Masculino,0,12658,3692,559,2,3164,1.387557078,1.040129733,8500,12658,2.9,4,0,0
131276,3500,63,Femenino,0,12658,4219,571,3,5801,1.063777881,1.0,8000,12658,3.2,4,0,0
129737,6500,44,Femenino,0,7927,3699,419,4,4228,1.196703297,1.026008097,4000,7927,1.2,3,0,1
137142,5500,22,Masculino,1,21136,5284,505,2,5284,1.063783368,1.01975759,15000,10568,2.0,5,1,0
133800,5500,40,Masculino,3,8439,5274,433,2,5274,1.063783368,1.016037989,3000,2109,1.2,4,1,0
126741,11000,42,Femenino,1,9513,3171,580,3,5285,1.702053388,0.0,6000,4756,3.5,3,1,0
112531,3000,64,Femenino,0,9702,3234,513,2,3234,0.77366127,0.0,6000,9702,2.1,11,0,1
139783,13000,24,Femenino,0,10039,4227,413,5,10039,1.063799234,1.000404899,5500,10039,1.2,5,0,0
140284,6000,35,Masculino,3,12682,5918,481,2,3170,1.134703196,1.021308462,6400,3170,1.8,5,0,0
137520,18000,37,Femenino,1,12682,5284,567,5,12682,1.047997835,0.972134478,7000,6341,3.2,5,0,1
133938,5500,46,Femenino,0,8966,2426,0,7,5274,0.945585216,0.906754354,6200,8966,0.0,4,0,1
127532,8500,21,Masculino,0,7399,3699,555,2,5285,1.64476386,1.060785686,3500,7399,2.9,3,1,0
81675,5000,52,Femenino,0,6623,6071,439,2,3311,1.203277886,1.013196353,500,6623,1.3,4,0,1
142489,5500,53,Femenino,0,8949,4737,465,4,5264,1.278142589,1.013247846,4000,8949,1.5,6,0,0
129893,7500,62,Femenino,0,12684,3699,600,3,15855,1.063778119,1.002630941,8500,12684,4.6,3,0,0
137609,16000,57,Femenino,1,17437,10092,459,11,15852,1.115882754,0.903880564,6950,8718,1.5,5,0,0
130848,8000,27,Femenino,0,8017,4535,451,2,5274,1.063783368,0.995233187,3300,8017,1.3,4,1,0
139839,11000,39,Masculino,1,9511,4227,454,3,6341,1.667572156,1.089446246,5000,4755,1.5,5,0,0
132926,8000,30,Femenino,1,1054,6329,440,4,5274,1.179671458,0.97444275,-5000,527,1.3,4,1,0
133618,8000,26,Femenino,1,24262,7384,376,2,5274,1.504573455,1.049088404,16000,12131,0.9,4,1,0
186062,15500,58,Masculino,2,29705,7170,429,5,5121,1.377879404,1.031889071,22000,9901,1.2,1,0,1
112916,8500,36,Femenino,0,1078,8624,598,4,5390,1.063783368,0.932016472,-7000,1078,4.0,11,0,0
138406,6500,32,Femenino,3,8454,5,665,9,4227,1.063782051,1.018978255,7995,2113,8.3,5,0,0
137027,13000,52,Femenino,1,25364,8454,552,7,10568,1.040972083,0.991274999,16000,12682,2.9,5,0,0
133268,13000,61,Masculino,1,18951,12634,474,3,7896,1.850996377,1.066273393,6000,9475,1.6,6,0,0
119762,5000,32,Masculino,1,13793,3183,364,2,11883,0.933285106,0.0,10000,6896,0.9,1,0,0
129397,3500,35,Masculino,3,2642,5285,484,3,3171,1.063784247,1.0,-2500,660,1.8,3,0,0
136508,3500,39,Femenino,1,5284,3170,522,4,3170,0.77366127,0.719366524,2000,2642,2.2,5,1,1
222983,10500,24,Masculino,0,15098,7046,371,4,10065,1.27896294,1.021829423,8000,15098,0.9,7,1,1
130527,6500,44,Femenino,0,16878,5274,422,2,4219,1.387393162,1.029634699,11000,16878,1.2,4,0,1
161961,8500,27,Masculino,2,6248,8330,498,3,5727,1.063777881,1.013308908,-2000,2082,1.9,9,0,0
118629,3500,44,Femenino,0,8488,5305,706,2,3183,1.063784247,0.0,3000,8488,8.3,1,0,0
135441,16000,36,Femenino,0,10548,2109,678,2,3164,1.379280822,1.039542997,8000,10548,8.3,4,0,0
132381,7500,44,Femenino,0,15823,8439,660,2,5274,1.278471016,0.972555847,7000,15823,6.1,4,0,1
129678,6500,34,Femenino,2,21140,7399,656,2,4756,1.824454592,1.063864206,13000,7046,6.1,3,0,0
134245,9500,52,Masculino,0,12658,4219,416,4,7384,1.134695864,0.95099654,8000,12658,1.2,4,1,1
140684,3500,37,Femenino,2,6341,2959,585,2,2113,1.379059829,1.038330037,3200,2113,4.0,5,0,0
139458,4500,55,Femenino,0,8454,5284,488,9,7397,1.063777372,1.0,3000,8454,1.8,5,0,0
132132,6000,22,Femenino,0,5063,2637,571,2,3164,1.063784247,1.0,2300,5063,3.2,4,0,1
133873,3500,37,Masculino,2,8439,2637,600,2,5274,0.740023212,0.88244019,5500,2813,4.6,4,1,1
115909,6000,33,Femenino,2,8564,6423,406,2,3746,1.418377322,0.993761208,2000,2854,0.9,12,1,1
176564,4500,22,Femenino,1,10272,6163,371,4,3081,0.848387097,0.816490662,4000,5136,0.9,12,0,1
118663,3500,47,Femenino,3,19098,8488,502,5,4244,0.630389364,0.0,10000,4774,2.0,1,0,0
108021,5500,33,Femenino,0,7594,5424,397,4,7594,0.810497046,0.792539675,2000,7594,0.9,10,0,1
107791,3500,54,Femenino,0,7811,5207,418,3,5424,1.387063655,0.0,2400,7811,1.2,10,1,1
137879,5000,33,Masculino,2,7926,7397,496,2,5284,0.895817573,0.942358377,500,2642,1.9,5,1,1
141842,5500,21,Femenino,1,2105,7369,505,4,3158,1.274441687,1.013295942,-5000,1052,2.0,6,0,0
108974,3500,50,Masculino,1,13019,5424,500,2,3254,0.740023824,0.790456214,7000,6509,2.0,10,1,0
114553,16500,48,Femenino,0,12846,1070,506,7,9634,1.533487298,1.065987577,11000,12846,2.0,12,0,0
132403,3500,18,Femenino,0,1898,4219,632,2,3164,1.063784247,0.983917754,-2200,1898,5.3,4,1,0
133988,7000,43,Femenino,2,11603,2215,392,3,5801,1.185740839,0.991983939,8900,3867,0.9,4,1,1
116088,4500,41,Femenino,2,6423,8350,494,2,2141,1.2,1.016084674,-1800,2141,1.9,12,0,0
134391,10500,39,Masculino,2,8228,3164,694,11,7384,1.063777372,1.016207878,4800,2742,8.3,4,0,0
135247,5500,35,Femenino,3,7911,4219,500,3,5274,1.271521087,1.014816211,3500,1977,2.0,4,1,0
97575,3500,45,Femenino,2,9298,5469,502,2,5469,0.740023212,0.75001151,3500,3099,2.0,8,1,0
136993,5500,37,Masculino,0,14795,4227,507,3,2642,1.134699454,1.004492037,10000,14795,2.0,5,0,1
132257,9500,30,Masculino,1,20042,10548,615,5,9493,1.063799076,0.991564239,9000,10021,5.3,4,0,0
135109,12000,46,Femenino,2,10548,6118,522,4,10548,1.288441569,1.106050435,4200,3516,2.2,4,0,1
135694,4500,59,Femenino,1,12153,5072,564,3,3170,1.063784247,1.020278034,6700,6076,3.2,5,0,0
138405,7000,23,Femenino,1,0,8454,467,2,4227,1.063782051,1.003822637,-8000,0,1.6,5,0,1
115073,8500,37,Femenino,2,12846,2408,578,4,5352,1.21575242,0.0,9750,4282,3.5,12,0,0
